,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
26297,KBWD,small_airport,Brownwood Regional Airport,1387.0,,US,US-TX,Brownwood,KBWD,BWD,BWD,"31.793600082399998, -98.9564971924"
26298,KBWG,medium_airport,Bowling Green Warren County Regional Airport,547.0,,US,US-KY,Bowling Green,KBWG,BWG,BWG,"36.964500427199994, -86.41970062259999"
26299,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,,US,US-MD,Baltimore,KBWI,BWI,BWI,"39.1754, -76.668297"
26300,KBWP,small_airport,Harry Stern Airport,968.0,,US,US-ND,Wahpeton,KBWP,WAH,BWP,"46.2440986633, -96.6073989868"
26301,KBWW,small_airport,Bowman Regional Airport,2965.0,,US,US-ND,Bowman,KBWW,BWM,BWW,"46.1655193, -103.30075"
26302,KBXA,small_airport,George R Carr Memorial Air Field,119.0,,US,US-LA,Bogalusa,KBXA,BXA,BXA,"30.813699722299997, -89.8649978638"
26304,KBXK,small_airport,Buckeye Municipal Airport,1033.0,,US,US-AZ,Buckeye,KBXK,BXK,BXK,"33.42039871, -112.685997"
26305,KBYG,small_airport,Johnson County Airport,4968.0,,US,US-WY,Buffalo,KBYG,BYG,BYG,"44.381099700899995, -106.722000122"
26306,KBYH,medium_airport,Arkansas International Airport,254.0,,US,US-AR,Blytheville,KBYH,BYH,BYH,"35.9642982483, -89.94400024410001"
26307,KBYI,medium_airport,Burley Municipal Airport,4150.0,,US,US-ID,Burley,KBYI,BYI,BYI,"42.542598724399994, -113.772003174"
26308,KBYS,medium_airport,Bicycle Lake Army Air Field,2350.0,,US,US-CA,Fort Irwin/Barstow,KBYS,BYS,BYS,"35.2804985046, -116.629997253"
26309,KBYY,small_airport,Bay City Municipal Airport,45.0,,US,US-TX,Bay City,KBYY,BBC,BYY,"28.9733009338, -95.8635025024"
26310,KBZN,medium_airport,Gallatin Field,4473.0,,US,US-MT,Bozeman,KBZN,BZN,BZN,"45.77750015, -111.1529999"
26311,KC02,small_airport,Grand Geneva Resort Airport,835.0,,US,US-WI,Lake Geneva,,XES,C02,"42.614899, -88.389603"
26327,KC65,small_airport,Plymouth Municipal Airport,800.0,,US,US-IN,Plymouth,C65,PLY,C65,"41.365100860596, -86.300498962402"
26333,KC80,small_airport,New Coalinga Municipal Airport,622.0,,US,US-CA,Coalinga,,CLG,C80,"36.16310119628906, -120.29399871826172"
26337,KCAD,small_airport,Wexford County Airport,1307.0,,US,US-MI,Cadillac,KCAD,CAD,CAD,"44.2752990723, -85.4188995361"
26338,KCAE,large_airport,Columbia Metropolitan Airport,236.0,,US,US-SC,Columbia,KCAE,CAE,CAE,"33.93880081176758, -81.11949920654297"
26339,KCAG,small_airport,Craig Moffat Airport,6193.0,,US,US-CO,Craig,KCAG,CIG,CAG,"40.4952011108, -107.522003174"
26340,KCAK,medium_airport,Akron Canton Regional Airport,1228.0,,US,US-OH,Akron,KCAK,CAK,CAK,"40.916099548339844, -81.44219970703125"
26341,KCAO,small_airport,Clayton Municipal Airpark,4965.0,,US,US-NM,Clayton,KCAO,CAO,CAO,"36.4462013245, -103.166999817"
26342,KCAR,medium_airport,Caribou Municipal Airport,626.0,,US,US-ME,Caribou,KCAR,CAR,CAR,"46.871498107899995, -68.0178985596"
26344,KCBE,small_airport,Greater Cumberland Regional Airport,775.0,,US,US-MD,Cumberland,KCBE,CBE,CBE,"39.615398407, -78.7609024048"
26345,KCBF,small_airport,Council Bluffs Municipal Airport,1253.0,,US,US-IA,Council Bluffs,KCBF,CBF,CBF,"41.2592010498, -95.760597229"
26347,KCBK,small_airport,Shalz Field,3187.0,,US,US-KS,Colby,KCBK,CBK,CBK,"39.42750168, -101.0469971"
26348,KCBM,large_airport,Columbus Air Force Base,219.0,,US,US-MS,Columbus,KCBM,CBM,CBM,"33.6437988281, -88.44380187990001"
26349,KCC,seaplane_base,Coffman Cove Seaplane Base,0.0,,US,US-AK,Coffman Cove,KCC,KCC,KCC,"56.003200531, -132.841995239"
26351,KCCB,small_airport,Cable Airport,1444.0,,US,US-CA,Upland,KCCB,CCB,CCB,"34.1115989685, -117.68800354"
26353,KCCR,small_airport,Buchanan Field,26.0,,US,US-CA,Concord,KCCR,CCR,CCR,"37.9897003174, -122.056999207"
26354,KCCY,medium_airport,Northeast Iowa Regional Airport,1125.0,,US,US-IA,Charles City,KCCY,CCY,CCY,"43.0726013184, -92.6108016968"
26355,KCDA,small_airport,Caledonia County Airport,1188.0,,US,US-VT,Lyndonville,KCDA,LLX,CDA,"44.5690994263, -72.0179977417"
26356,KCDC,medium_airport,Cedar City Regional Airport,5622.0,,US,US-UT,Cedar City,KCDC,CDC,CDC,"37.70100021362305, -113.0989990234375"
26357,KCDH,small_airport,Harrell Field,130.0,,US,US-AR,Camden,KCDH,CDH,CDH,"33.622798919699996, -92.7633972168"
26359,KCDN,small_airport,Woodward Field,302.0,,US,US-SC,Camden,KCDN,CDN,CDN,"34.2835998535, -80.56490325930001"
26360,KCDR,medium_airport,Chadron Municipal Airport,3297.0,,US,US-NE,Chadron,KCDR,CDR,CDR,"42.837600708, -103.095001221"
26361,KCDS,medium_airport,Childress Municipal Airport,1954.0,,US,US-TX,Childress,KCDS,CDS,CDS,"34.4337997437, -100.288002014"
26362,KCDW,small_airport,Essex County Airport,173.0,,US,US-NJ,Caldwell,KCDW,CDW,CDW,"40.875198364300005, -74.2814025879"
26363,KCEA,small_airport,Cessna Aircraft Field,1378.0,,US,US-KS,Wichita,KCEA,CEA,CEA,"37.648601532, -97.2506027222"
26364,KCEC,medium_airport,Jack Mc Namara Field Airport,61.0,,US,US-CA,Crescent City,KCEC,CEC,CEC,"41.78020096, -124.2369995"
26365,KCEF,medium_airport,Westover ARB/Metropolitan Airport,241.0,,US,US-MA,Springfield/Chicopee,KCEF,CEF,CEF,"42.19400024, -72.53479767"
26367,KCEU,small_airport,Oconee County Regional Airport,892.0,,US,US-SC,Clemson,KCEU,CEU,CEU,"34.6719017, -82.8864975"
26368,KCEV,small_airport,Mettel Field,867.0,,US,US-IN,Connersville,KCEV,CEV,CEV,"39.6985015869, -85.129699707"
26369,KCEW,medium_airport,Bob Sikes Airport,213.0,,US,US-FL,Crestview,KCEW,CEW,CEW,"30.778799057, -86.522102356"
26370,KCEY,small_airport,Kyle Oakley Field,577.0,,US,US-KY,Murray,KCEY,CEY,CEY,"36.66460037, -88.37280273"
26371,KCEZ,small_airport,Cortez Municipal Airport,5918.0,,US,US-CO,Cortez,KCEZ,CEZ,CEZ,"37.3030014038, -108.627998352"
26372,KCFD,small_airport,Coulter Field,367.0,,US,US-TX,Bryan,KCFD,CFD,CFD,"30.715700149499998, -96.3313980103"
26375,KCFS,small_airport,Tuscola Area Airport,701.0,,US,US-MI,Caro,KCFS,TZC,CFS,"43.458801269531, -83.445503234863"
26376,KCFT,small_airport,Greenlee County Airport,3798.0,,US,US-AZ,Clifton/Morenci,KCFT,CFT,CFT,"32.95280075, -109.2099991"
26377,KCFV,small_airport,Coffeyville Municipal Airport,754.0,,US,US-KS,Coffeyville,KCFV,CFV,CFV,"37.09400177, -95.5718994141"
26378,KCG,closed,Chignik Fisheries Airport,25.0,,US,US-AK,Chignik,,KCG,,"56.317643, -158.589706"
26380,KCGE,small_airport,Cambridge Dorchester Airport,20.0,,US,US-MD,Cambridge,KCGE,CGE,CGE,"38.53929901, -76.03040314"
26381,KCGF,medium_airport,Cuyahoga County Airport,879.0,,US,US-OH,Cleveland,KCGF,CGF,CGF,"41.5651016235, -81.4863967896"
26382,KCGI,medium_airport,Cape Girardeau Regional Airport,342.0,,US,US-MO,Cape Girardeau,KCGI,CGI,CGI,"37.22529983520508, -89.57080078125"
26383,KCGS,small_airport,College Park Airport,48.0,,US,US-MD,College Park,KCGS,CGS,CGS,"38.9805984497, -76.9223022461"
26384,KCGX,closed,Chicago Meigs Airport,593.0,,US,US-IL,Chicago,KCGX,CGX,,"41.85879898071289, -87.60790252685547"
26385,KCGZ,small_airport,Casa Grande Municipal Airport,1464.0,,US,US-AZ,Casa Grande,KCGZ,CGZ,CGZ,"32.954899, -111.766998"
26386,KCHA,large_airport,Lovell Field,683.0,,US,US-TN,Chattanooga,KCHA,CHA,CHA,"35.035301208496094, -85.20379638671875"
26389,KCHK,small_airport,Chickasha Municipal Airport,1152.0,,US,US-OK,Chickasha,KCHK,CHK,CHK,"35.09740067, -97.96769714"
26391,KCHO,medium_airport,Charlottesville Albemarle Airport,639.0,,US,US-VA,Charlottesville,KCHO,CHO,CHO,"38.13859939575195, -78.4529037475586"
26393,KCHS,large_airport,Charleston Air Force Base-International Airport,46.0,,US,US-SC,Charleston,KCHS,CHS,CHS,"32.89860153, -80.04049683"
26396,KCIC,small_airport,Chico Municipal Airport,240.0,,US,US-CA,Chico,KCIC,CIC,CIC,"39.79539871, -121.8580017"
26397,KCID,large_airport,The Eastern Iowa Airport,869.0,,US,US-IA,Cedar Rapids,KCID,CID,CID,"41.884700775146484, -91.71080017089844"
26399,KCIN,small_airport,Arthur N Neu Airport,1204.0,,US,US-IA,Carroll,KCIN,CIN,CIN,"42.0461997986, -94.78900146480001"
26400,KCIR,small_airport,Cairo Regional Airport,321.0,,US,US-IL,Cairo,KCIR,CIR,CIR,"37.0644989014, -89.2195968628"
26401,KCIU,medium_airport,Chippewa County International Airport,800.0,,US,US-MI,Sault Ste Marie,KCIU,CIU,CIU,"46.25080108642578, -84.47239685058594"
26403,KCKA,small_airport,Kegelman AF Aux Field,1202.0,,US,US-OK,Cherokee,KCKA,CKA,CKA,"36.7439002991, -98.1231002808"
26404,KCKB,medium_airport,North Central West Virginia Airport,1217.0,,US,US-WV,Clarksburg,KCKB,CKB,CKB,"39.2966003418, -80.2281036377"
26405,KCKC,small_airport,Grand Marais Cook County Airport,1799.0,,US,US-MN,Grand Marais,KCKC,GRM,CKC,"47.8382987976, -90.38289642330001"
26408,KCKM,small_airport,Fletcher Field,173.0,,US,US-MS,Clarksdale,KCKM,CKM,CKM,"34.2997016907, -90.512298584"
26409,KCKN,small_airport,Crookston Municipal Kirkwood Field,899.0,,US,US-MN,Crookston,KCKN,CKN,CKN,"47.8417015076, -96.62159729"
26411,KCKV,small_airport,Clarksville–Montgomery County Regional Airport,550.0,,US,US-TN,Clarksville,KCKV,CKV,CKV,"36.6218986511, -87.4150009155"
26413,KCL,small_airport,Chignik Lagoon Airport,25.0,,US,US-AK,Chignik Flats,KCL,KCL,KCL,"56.31119919, -158.5359955"
26414,KCLE,large_airport,Cleveland Hopkins International Airport,791.0,,US,US-OH,Cleveland,KCLE,CLE,CLE,"41.4117012024, -81.8498001099"
26415,KCLI,small_airport,Clintonville Municipal Airport,822.0,,US,US-WI,Clintonville,KCLI,CLI,CLI,"44.613800048799995, -88.731300354"
26416,KCLK,small_airport,Clinton Regional Airport,1616.0,,US,US-OK,Clinton,KCLK,CLK,CLK,"35.53829956, -98.93270111"
26417,KCLL,medium_airport,Easterwood Field,320.0,,US,US-TX,College Station,KCLL,CLL,CLL,"30.58860016, -96.36380005"
26418,KCLM,medium_airport,William R Fairchild International Airport,291.0,,US,US-WA,Port Angeles,KCLM,CLM,CLM,"48.120201110839844, -123.5"
26419,KCLR,small_airport,Cliff Hatfield Memorial Airport,-182.0,,US,US-CA,Calipatria,KCLR,CLR,CLR,"33.131500244099996, -115.521003723"
26420,KCLS,small_airport,Chehalis Centralia Airport,176.0,,US,US-WA,Chehalis,KCLS,CLS,CLS,"46.676998138399995, -122.983001709"
26421,KCLT,large_airport,Charlotte Douglas International Airport,748.0,,US,US-NC,Charlotte,KCLT,CLT,CLT,"35.2140007019043, -80.94309997558594"
26422,KCLW,small_airport,Clearwater Air Park,71.0,,US,US-FL,Clearwater,KCLW,CLW,CLW,"27.9766998291, -82.7586975098"
26424,KCMH,large_airport,John Glenn Columbus International Airport,815.0,,US,US-OH,Columbus,KCMH,CMH,CMH,"39.998001, -82.891899"
26425,KCMI,medium_airport,University of Illinois Willard Airport,755.0,,US,US-IL,Champaign/Urbana,KCMI,CMI,CMI,"40.03919983, -88.27809906"
26427,KCMX,medium_airport,Houghton County Memorial Airport,1095.0,,US,US-MI,Hancock,KCMX,CMX,CMX,"47.168399810791016, -88.48909759521484"
26428,KCMY,small_airport,Sparta Fort Mc Coy Airport,837.0,,US,US-WI,Sparta,KCMY,CMY,CMY,"43.958302, -90.7379"
26429,KCN,seaplane_base,Chernofski Harbor Seaplane Base,0.0,,US,US-AK,Chernofski Harbor,KCN,KCN,KCN,"53.4028993416, -167.52027154"
26432,KCNH,small_airport,Claremont Municipal Airport,545.0,,US,US-NH,Claremont,KCNH,CNH,CNH,"43.3703994751, -72.36869812009999"
26433,KCNK,small_airport,Blosser Municipal Airport,1486.0,,US,US-KS,Concordia,KCNK,CNK,CNK,"39.549301147499996, -97.6522979736"
26434,KCNM,medium_airport,Cavern City Air Terminal,3295.0,,US,US-NM,Carlsbad,KCNM,CNM,CNM,"32.337501525878906, -104.26300048828125"
26435,KCNO,small_airport,Chino Airport,650.0,,US,US-CA,Chino,KCNO,CNO,CNO,"33.97470093, -117.637001"
26437,KCNU,medium_airport,Chanute Martin Johnson Airport,1002.0,,US,US-KS,Chanute,KCNU,CNU,CNU,"37.668800354, -95.4850997925"
26438,KCNW,small_airport,TSTC Waco Airport,470.0,,US,US-TX,Waco,KCNW,CNW,CNW,"31.637800216699997, -97.0740966797"
26439,KCNY,small_airport,Canyonlands Field,4557.0,,US,US-UT,Moab,KCNY,CNY,CNY,"38.75500107, -109.7549973"
26440,KCOD,medium_airport,Yellowstone Regional Airport,5102.0,,US,US-WY,Cody,KCOD,COD,COD,"44.520198822, -109.024002075"
26441,KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,2320.0,,US,US-ID,Coeur d'Alene,KCOE,COE,COE,"47.77429962, -116.8199997"
26442,KCOF,medium_airport,Patrick Air Force Base,8.0,,US,US-FL,Cocoa Beach,KCOF,COF,COF,"28.2348995209, -80.6100997925"
26443,KCOI,small_airport,Merritt Island Airport,6.0,,US,US-FL,Merritt Island,KCOI,COI,COI,"28.341600418099997, -80.6855010986"
26444,KCOM,small_airport,Coleman Municipal Airport,1697.0,,US,US-TX,Coleman,KCOM,COM,COM,"31.841100692699996, -99.4036026001"
26445,KCON,medium_airport,Concord Municipal Airport,342.0,,US,US-NH,Concord,KCON,CON,CON,"43.20270157, -71.50229645"
26447,KCOS,large_airport,City of Colorado Springs Municipal Airport,6187.0,,US,US-CO,Colorado Springs,KCOS,COS,COS,"38.805801, -104.700996"
26448,KCOT,small_airport,Cotulla-La Salle County Airport,474.0,,US,US-TX,Cotulla,KCOT,COT,COT,"28.45669937, -99.22029877"
26449,KCOU,medium_airport,Columbia Regional Airport,889.0,,US,US-MO,Columbia,KCOU,COU,COU,"38.81809997558594, -92.21959686279297"
26452,KCPM,small_airport,Compton Woodley Airport,97.0,,US,US-CA,Compton,KCPM,CPM,CPM,"33.8899993896, -118.244003296"
26453,KCPR,medium_airport,Casper-Natrona County International Airport,5350.0,,US,US-WY,Casper,KCPR,CPR,CPR,"42.908001, -106.463997"
26454,KCPS,small_airport,St Louis Downtown Airport,413.0,,US,US-IL,Cahokia/St Louis,KCPS,CPS,CPS,"38.570701599100005, -90.1561965942"
26460,KCQW,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,239.0,,US,US-SC,Cheraw,KCQW,HCW,CQW,"34.71289825, -79.95700073"
26462,KCR,small_airport,Colorado Creek Airport,860.0,,US,US-AK,Colorado Creek,KCR,KCR,KCR,"63.5676994324, -155.988998413"
26463,KCRE,medium_airport,Grand Strand Airport,32.0,,US,US-SC,North Myrtle Beach,KCRE,CRE,CRE,"33.8116989136, -78.72389984130001"
26464,KCRG,medium_airport,Jacksonville Executive at Craig Airport,41.0,,US,US-FL,Jacksonville,KCRG,CRG,CRG,"30.3362998962, -81.51439666750001"
26465,KCRO,small_airport,Corcoran Airport,197.0,,US,US-CA,Corcoran,,CRO,43CN,"36.102502, -119.595001"
26466,KCRP,large_airport,Corpus Christi International Airport,44.0,,US,US-TX,Corpus Christi,KCRP,CRP,CRP,"27.77039909362793, -97.5011978149414"
26467,KCRQ,medium_airport,Mc Clellan-Palomar Airport,331.0,,US,US-CA,Carlsbad,KCRQ,CLD,CRQ,"33.12829971, -117.2799988"
26468,KCRS,small_airport,C David Campbell Field Corsicana Municipal Airport,449.0,,US,US-TX,Corsicana,KCRS,CRS,CRS,"32.0280990601, -96.4005966187"
26469,KCRT,small_airport,Z M Jack Stell Field,184.0,,US,US-AR,Crossett,KCRT,CRT,CRT,"33.1782989502, -91.8802032471"
26470,KCRW,large_airport,Yeager Airport,981.0,,US,US-WV,Charleston,KCRW,CRW,CRW,"38.37310028076172, -81.59320068359375"
26471,KCRX,small_airport,Roscoe Turner Airport,425.0,,US,US-MS,Corinth,KCRX,CRX,CRX,"34.9150009155, -88.6035003662"
26474,KCSG,medium_airport,Columbus Metropolitan Airport,397.0,,US,US-GA,Columbus,KCSG,CSG,CSG,"32.516300201416016, -84.93890380859375"
26475,KCSM,small_airport,Clinton Sherman Airport,1922.0,,US,US-OK,Clinton,KCSM,CSM,CSM,"35.3398017883, -99.20050048830001"
26476,KCSQ,small_airport,Creston Municipal Airport,1300.0,,US,US-IA,Creston,KCSQ,CSQ,CSQ,"41.021400451699996, -94.36329650879999"
26477,KCSV,medium_airport,Crossville Memorial Whitson Field,1881.0,,US,US-TN,Crossville,KCSV,CSV,CSV,"35.9513015747, -85.08499908450001"
26478,KCTB,medium_airport,Cut Bank International Airport,3854.0,,US,US-MT,Cut Bank,KCTB,CTB,CTB,"48.6083984375, -112.375999451"
26481,KCTY,small_airport,Cross City Airport,42.0,,US,US-FL,Cross City,KCTY,CTY,CTY,"29.6354999542, -83.10479736330001"
26482,KCTZ,small_airport,Sampson County Airport,148.0,,US,US-NC,Clinton,KCTZ,CTZ,CTZ,"34.9756011963, -78.3646011353"
26483,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,193.0,,US,US-SC,Columbia,KCUB,CUB,CUB,"33.970500946, -80.9952011108"
26484,KCUH,small_airport,Cushing Municipal Airport,916.0,,US,US-OK,Cushing,KCUH,CUH,CUH,"35.9499015808, -96.7731018066"
26488,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,"39.0488014221, -84.6678009033"
26489,KCVK,small_airport,Sharp County Regional Airport,716.0,,US,US-AR,Ash Flat,KCVK,CKK,CVK,"36.26490021, -91.56259918"
26490,KCVN,small_airport,Clovis Municipal Airport,4216.0,,US,US-NM,Clovis,KCVN,CVN,CVN,"34.4250984192, -103.07900238"
26491,KCVO,medium_airport,Corvallis Municipal Airport,250.0,,US,US-OR,Corvallis,KCVO,CVO,CVO,"44.49720001, -123.2900009"
26492,KCVS,large_airport,Cannon Air Force Base,4295.0,,US,US-NM,Clovis,KCVS,CVS,CVS,"34.3828010559, -103.321998596"
26494,KCWA,medium_airport,Central Wisconsin Airport,1277.0,,US,US-WI,Mosinee,KCWA,CWA,CWA,"44.7775993347, -89.6668014526"
26495,KCWC,small_airport,Kickapoo Downtown Airport,1003.0,,US,US-TX,Wichita Falls,KCWC,KIP,CWC,"33.85779953, -98.49040222"
26496,KCWF,small_airport,Chennault International Airport,17.0,,US,US-LA,Lake Charles,KCWF,CWF,CWF,"30.2105998993, -93.14320373540001"
26497,KCWI,small_airport,Clinton Municipal Airport,708.0,,US,US-IA,Clinton,KCWI,CWI,CWI,"41.8311004639, -90.3291015625"
26502,KCXL,small_airport,Calexico International Airport,4.0,,US,US-CA,Calexico,KCXL,CXL,CXL,"32.6694984436, -115.513000488"
26503,KCXO,medium_airport,Conroe-North Houston Regional Airport,245.0,,US,US-TX,Houston,KCXO,CXO,CXO,"30.351801, -95.414497"
26504,KCXP,small_airport,Carson Airport,4697.0,,US,US-NV,Carson City,KCXP,CSN,CXP,"39.192199707, -119.73400116"
26507,KCXY,small_airport,Capital City Airport,347.0,,US,US-PA,Harrisburg,KCXY,HAR,CXY,"40.2170982361, -76.85150146480001"
26509,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,6159.0,,US,US-WY,Cheyenne,KCYS,CYS,CYS,"41.15570068, -104.8119965"
26511,KCZ,medium_airport,Kochi Airport (高知空港),29.0,AS,JP,JP-39,Nankoku,RJOK,KCZ,,"33.546259, 133.668938"
26515,KCZT,small_airport,Dimmit County Airport,599.0,,US,US-TX,Carrizo Springs,KCZT,CZT,CZT,"28.522199630699998, -99.823600769"
26535,KD60,small_airport,Tioga Municipal Airport,2271.0,,US,US-ND,Tioga,D60,VEX,D60,"48.38050079, -102.8980026"
26544,KDAA,medium_airport,Davison Army Air Field,73.0,,US,US-VA,Fort Belvoir,KDAA,DAA,DAA,"38.715000152600005, -77.1809997559"
26545,KDAB,large_airport,Daytona Beach International Airport,34.0,,US,US-FL,Daytona Beach,KDAB,DAB,DAB,"29.179899, -81.058098"
26547,KDAG,medium_airport,Barstow Daggett Airport,1930.0,,US,US-CA,Daggett,KDAG,DAG,DAG,"34.85369873, -116.7870026"
26548,KDAL,large_airport,Dallas Love Field,487.0,,US,US-TX,Dallas,KDAL,DAL,DAL,"32.847099, -96.851799"
26549,KDAN,medium_airport,Danville Regional Airport,571.0,,US,US-VA,Danville,KDAN,DAN,DAN,"36.572898864746094, -79.33609771728516"
26551,KDAY,large_airport,James M Cox Dayton International Airport,1009.0,,US,US-OH,Dayton,KDAY,DAY,DAY,"39.902400970458984, -84.21939849853516"
26552,KDBN,small_airport,W H 'Bud' Barron Airport,309.0,,US,US-GA,Dublin,KDBN,DBN,DBN,"32.56439972, -82.98529816"
26553,KDBQ,large_airport,Dubuque Regional Airport,1077.0,,US,US-IA,Dubuque,KDBQ,DBQ,DBQ,"42.40200043, -90.70950317"
26554,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,,US,US-DC,Washington,KDCA,DCA,DCA,"38.8521, -77.037697"
26556,KDCU,small_airport,Pryor Field Regional Airport,592.0,,US,US-AL,Decatur,KDCU,DCU,DCU,"34.652698516799994, -86.94539642330001"
26558,KDDC,medium_airport,Dodge City Regional Airport,2594.0,,US,US-KS,Dodge City,KDDC,DDC,DDC,"37.76340103149414, -99.9655990600586"
26560,KDEC,medium_airport,Decatur Airport,682.0,,US,US-IL,Decatur,KDEC,DEC,DEC,"39.834598541259766, -88.8656997680664"
26562,KDEH,small_airport,Decorah Municipal Airport,1158.0,,US,US-IA,Decorah,KDEH,DEH,DEH,"43.27550125, -91.73940277"
26563,KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,DEN,"39.861698150635, -104.672996521"
26565,KDET,medium_airport,Coleman A. Young Municipal Airport,626.0,,US,US-MI,Detroit,KDET,DET,DET,"42.40919876, -83.00990295"
26567,KDFI,small_airport,Defiance Memorial Airport,707.0,,US,US-OH,Defiance,KDFI,DFI,DFI,"41.3375015259, -84.4288024902"
26568,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,"32.896801, -97.038002"
26569,KDGL,small_airport,Douglas Municipal Airport,4173.0,,US,US-AZ,Douglas,KDGL,DGL,DGL,"31.3425998688, -109.505996704"
26570,KDGW,small_airport,Converse County Airport,4933.0,,US,US-WY,Douglas,KDGW,DGW,DGW,"42.79719925, -105.3860016"
26571,KDHN,medium_airport,Dothan Regional Airport,401.0,,US,US-AL,Dothan,KDHN,DHN,DHN,"31.321300506591797, -85.44960021972656"
26572,KDHT,medium_airport,Dalhart Municipal Airport,3991.0,,US,US-TX,Dalhart,KDHT,DHT,DHT,"36.0225982666, -102.54699707"
26574,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,2592.0,,US,US-ND,Dickinson,KDIK,DIK,DIK,"46.7974014282, -102.802001953"
26576,KDKK,small_airport,Chautauqua County-Dunkirk Airport,693.0,,US,US-NY,Dunkirk,KDKK,DKK,DKK,"42.49330139, -79.27200317"
26579,KDLC,small_airport,Dillon County Airport,133.0,,US,US-SC,Dillon,KDLC,DLL,DLC,"34.4491004944, -79.368598938"
26580,KDLF,large_airport,DLF Airport,1082.0,,US,US-TX,Del Rio,KDLF,DLF,DLF,"29.359501, -100.778002"
26581,KDLH,large_airport,Duluth International Airport,1428.0,,US,US-MN,Duluth,KDLH,DLH,DLH,"46.8420982361, -92.19360351559999"
26583,KDLN,small_airport,Dillon Airport,5241.0,,US,US-MT,Dillon,KDLN,DLN,DLN,"45.255401611299995, -112.553001404"
26585,KDLS,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,247.0,,US,US-OR,The Dalles,KDLS,DLS,DLS,"45.6184997559, -121.166999817"
26587,KDMA,medium_airport,Davis Monthan Air Force Base,2704.0,,US,US-AZ,Tucson,KDMA,DMA,DMA,"32.1665000916, -110.883003235"
